Generation :   1  |  Min :  -140  |  Avg :  -113  |  Max :   -78
Generation : 116  |  Min :  -171  |  Avg :   -85  |  Max :    22
Generation : 117  |  Min :  -160  |  Avg :   -80  |  Max :    26
Generation : 118  |  Min :  -152  |  Avg :   -85  |  Max :    33
Generation : 119  |  Min :  -166  |  Avg :   -86  |  Max :    30
Generation : 120  |  Min :  -195  |  Avg :   -82  |  Max :    14
Generation : 121  |  Min :  -158  |  Avg :   -85  |  Max :    28
Generation : 122  |  Min :  -195  |  Avg :   -83  |  Max :    25
Generation : 123  |  Min :  -182  |  Avg :   -83  |  Max :    23
Generation : 124  |  Min :  -141  |  Avg :   -80  |  Max :    13
Generation : 125  |  Min :  -189  |  Avg :   -84  |  Max :    24
Generation : 126  |  Min :  -167  |  Avg :   -78  |  Max :    10
Generation : 127  |  Min :  -164  |  Avg :   -78  |  Max :    42
Generation : 128  |  Min :  -150  |  Avg :   -84  |  Max :    37
Generation : 129  |  Min :  -165  |  Avg :   -80  |  Max :    26
Generation : 130  |  Min :  -174  |  Avg :   -86  |  Max :    30
Generation : 131  |  Min :  -178  |  Avg :   -80  |  Max :    43
Generation : 132  |  Min :  -158  |  Avg :   -80  |  Max :    42
Generation : 133  |  Min :  -143  |  Avg :   -77  |  Max :    25
Generation : 134  |  Min :  -164  |  Avg :   -82  |  Max :    29
Generation : 135  |  Min :  -196  |  Avg :   -92  |  Max :    27
Generation : 136  |  Min :  -159  |  Avg :   -91  |  Max :    22
Generation : 137  |  Min :  -175  |  Avg :   -92  |  Max :    26
Generation : 138  |  Min :  -164  |  Avg :   -83  |  Max :    32
Generation : 139  |  Min :  -155  |  Avg :   -79  |  Max :    35
Generation : 140  |  Min :  -181  |  Avg :   -78  |  Max :    51
Generation : 141  |  Min :  -171  |  Avg :   -86  |  Max :    31
Generation : 142  |  Min :  -151  |  Avg :   -90  |  Max :    22
Generation : 143  |  Min :  -168  |  Avg :   -91  |  Max :    11
Generation : 144  |  Min :  -170  |  Avg :   -92  |  Max :    34
Generation : 145  |  Min :  -203  |  Avg :   -83  |  Max :    40
Generation : 146  |  Min :  -170  |  Avg :   -86  |  Max :    25
Generation : 147  |  Min :  -163  |  Avg :   -82  |  Max :    18
Generation : 148  |  Min :  -154  |  Avg :   -85  |  Max :    19
Generation : 149  |  Min :  -171  |  Avg :   -85  |  Max :     9
Generation : 150  |  Min :  -181  |  Avg :   -88  |  Max :    45
Generation : 151  |  Min :  -168  |  Avg :   -90  |  Max :    23
Generation : 152  |  Min :  -125  |  Avg :   -82  |  Max :    22
Generation : 153  |  Min :  -150  |  Avg :   -79  |  Max :    23
Generation : 154  |  Min :  -207  |  Avg :   -79  |  Max :    23
Generation : 155  |  Min :  -171  |  Avg :   -76  |  Max :    38
Generation : 156  |  Min :  -190  |  Avg :   -88  |  Max :    19
Generation : 157  |  Min :  -161  |  Avg :   -81  |  Max :    23
Generation : 158  |  Min :  -184  |  Avg :   -89  |  Max :    10
Generation : 159  |  Min :  -179  |  Avg :   -92  |  Max :   -14
Generation : 160  |  Min :  -145  |  Avg :   -84  |  Max :    32
Generation : 161  |  Min :  -166  |  Avg :   -88  |  Max :     2
Generation : 162  |  Min :  -153  |  Avg :   -84  |  Max :     2
Generation : 163  |  Min :  -189  |  Avg :   -88  |  Max :    19
Generation : 164  |  Min :  -202  |  Avg :   -85  |  Max :    44
Generation : 165  |  Min :  -176  |  Avg :   -88  |  Max :    28
Generation : 166  |  Min :  -163  |  Avg :   -82  |  Max :    20
Generation : 167  |  Min :  -146  |  Avg :   -81  |  Max :    24
Generation : 168  |  Min :  -153  |  Avg :   -80  |  Max :    38
Generation : 169  |  Min :  -171  |  Avg :   -85  |  Max :    24
Generation : 170  |  Min :  -150  |  Avg :   -74  |  Max :    27
Generation : 171  |  Min :  -184  |  Avg :   -76  |  Max :    26
Generation : 172  |  Min :  -185  |  Avg :   -81  |  Max :    37
Generation : 173  |  Min :  -155  |  Avg :   -76  |  Max :    28
Generation : 174  |  Min :  -153  |  Avg :   -74  |  Max :    24
Generation : 175  |  Min :  -154  |  Avg :   -78  |  Max :    32
Generation : 176  |  Min :  -151  |  Avg :   -78  |  Max :    13
Generation : 177  |  Min :  -128  |  Avg :   -81  |  Max :    45
Generation : 178  |  Min :  -206  |  Avg :   -82  |  Max :    20
Generation : 179  |  Min :  -163  |  Avg :   -78  |  Max :    25
Generation : 180  |  Min :  -166  |  Avg :   -80  |  Max :    44
Generation : 181  |  Min :  -175  |  Avg :   -76  |  Max :    57
Generation : 182  |  Min :  -163  |  Avg :   -82  |  Max :    16
Generation : 183  |  Min :  -165  |  Avg :   -86  |  Max :    31
Generation : 184  |  Min :  -188  |  Avg :   -76  |  Max :    37
Generation : 185  |  Min :  -145  |  Avg :   -85  |  Max :    33
Generation : 186  |  Min :  -136  |  Avg :   -86  |  Max :    36
Generation : 187  |  Min :  -163  |  Avg :   -74  |  Max :    47
Generation : 188  |  Min :  -191  |  Avg :   -95  |  Max :    23
Generation : 189  |  Min :  -154  |  Avg :   -81  |  Max :    32
Generation : 190  |  Min :  -156  |  Avg :   -78  |  Max :    29
Generation : 191  |  Min :  -170  |  Avg :   -86  |  Max :    34
Generation : 192  |  Min :  -172  |  Avg :   -84  |  Max :     9
Generation : 193  |  Min :  -179  |  Avg :   -80  |  Max :    21
Generation : 194  |  Min :  -153  |  Avg :   -73  |  Max :    43
Generation : 195  |  Min :  -171  |  Avg :   -87  |  Max :    19
Generation : 196  |  Min :  -190  |  Avg :   -81  |  Max :    28
Generation : 197  |  Min :  -183  |  Avg :   -86  |  Max :    39
Generation : 198  |  Min :  -178  |  Avg :   -76  |  Max :    38
Generation : 199  |  Min :  -185  |  Avg :   -90  |  Max :     8
Generation : 200  |  Min :  -213  |  Avg :   -85  |  Max :    33
